restaurant_id,restaurant,product_id,menu_item,cuisine,price
29,Taj Curry House,d2,Samosas,Indian,10.99
29,Taj Curry House,s4,Naan,Indian,11.31
29,Taj Curry House,c4,Gulab Jamun,Indian,11.39
29,Taj Curry House,s3,Samosas,Indian,12.0
29,Taj Curry House,b4,Gulab Jamun,Indian,12.63
29,Taj Curry House,b1,Samosas,Indian,12.72
41,Taj Curry House,s5,Samosas,Indian,5.89
41,Taj Curry House,d5,Samosas,Indian,8.22
41,Taj Curry House,c3,Naan,Indian,8.29
41,Taj Curry House,c2,Biryani,Indian,8.53
41,Taj Curry House,s3,Paneer Tikka,Indian,9.31
41,Taj Curry House,b4,Butter Chicken,Indian,9.76
41,Taj Curry House,d3,Gulab Jamun,Indian,10.44
41,Taj Curry House,d1,Paneer Tikka,Indian,10.47
41,Taj Curry House,d4,Naan,Indian,10.66
41,Taj Curry House,d2,Butter Chicken,Indian,11.52
5,Taj Curry House,d3,Naan,Indian,5.14
5,Taj Curry House,d1,Gulab Jamun,Indian,6.26
5,Taj Curry House,c2,Naan,Indian,10.31
5,Taj Curry House,d2,Paneer Tikka,Indian,10.82
5,Taj Curry House,b2,Samosas,Indian,12.98
