restaurant_id,restaurant,product_id,menu_item,cuisine,price
44,Le Petit Café,d3,Escargot,French,6.8
44,Le Petit Café,e1,Camembert,French,6.88
44,Le Petit Café,p1,Coq au Vin,French,7.87
44,Le Petit Café,p3,Ratatouille,French,7.99
44,Le Petit Café,p4,Coq au Vin,French,9.43
44,Le Petit Café,d2,Crème Brûlée,French,11.58
8,Le Petit Café,f1,Coq au Vin,French,7.99
8,Le Petit Café,d5,Ratatouille,French,8.99
8,Le Petit Café,e2,Baguette,French,9.38
8,Le Petit Café,d4,Crème Brûlée,French,10.45
8,Le Petit Café,d1,Ratatouille,French,11.44
8,Le Petit Café,e5,Camembert,French,12.9
8,Le Petit Café,e3,Crème Brûlée,French,13.74
8,Le Petit Café,e4,Baguette,French,14.37
104,Parisian Bistro,p1,Coq au Vin,French,6.31
104,Parisian Bistro,e3,Ratatouille,French,10.99
104,Parisian Bistro,d3,Crème Brûlée,French,11.57
104,Parisian Bistro,d2,Baguette,French,12.51
104,Parisian Bistro,f3,Baguette,French,12.89
104,Parisian Bistro,e1,Escargot,French,12.98
104,Parisian Bistro,e2,Baguette,French,13.43
104,Parisian Bistro,p3,Ratatouille,French,13.49
104,Parisian Bistro,p2,Ratatouille,French,13.83
68,Parisian Bistro,e4,Ratatouille,French,6.12
68,Parisian Bistro,p1,Baguette,French,8.23
68,Parisian Bistro,p2,Camembert,French,9.76
68,Parisian Bistro,f2,Camembert,French,11.59
68,Parisian Bistro,d3,Ratatouille,French,13.89
68,Parisian Bistro,e5,Crème Brûlée,French,14.68
80,Parisian Bistro,f3,Coq au Vin,French,9.63
80,Parisian Bistro,d4,Camembert,French,9.89
80,Parisian Bistro,f2,Coq au Vin,French,10.24
80,Parisian Bistro,p4,Coq au Vin,French,12.15
80,Parisian Bistro,p3,Camembert,French,12.24
80,Parisian Bistro,f5,Camembert,French,12.93
