restaurant_id,restaurant,product_id,menu_item,cuisine,price
143,Lotus Leaf,s3,Lemongrass Chicken,Vietnamese,10.39
143,Lotus Leaf,d2,Che,Vietnamese,10.77
143,Lotus Leaf,s1,Pho,Vietnamese,13.74
143,Lotus Leaf,n3,Che,Vietnamese,13.75
143,Lotus Leaf,d3,Spring Rolls,Vietnamese,14.53
71,Lotus Leaf,r3,Lemongrass Chicken,Vietnamese,5.57
71,Lotus Leaf,s3,Pho,Vietnamese,6.41
71,Lotus Leaf,s4,Lemongrass Chicken,Vietnamese,6.44
71,Lotus Leaf,n3,Pho,Vietnamese,6.64
71,Lotus Leaf,d3,Pho,Vietnamese,6.78
71,Lotus Leaf,n1,Lemongrass Chicken,Vietnamese,9.0
71,Lotus Leaf,d2,Bun Thit Nuong,Vietnamese,9.05
71,Lotus Leaf,s5,Banh Mi,Vietnamese,11.91
83,Lotus Leaf,d2,Lemongrass Chicken,Vietnamese,5.23
83,Lotus Leaf,n1,Che,Vietnamese,5.37
83,Lotus Leaf,s3,Bun Thit Nuong,Vietnamese,7.59
83,Lotus Leaf,r1,Spring Rolls,Vietnamese,8.12
83,Lotus Leaf,n2,Che,Vietnamese,8.13
83,Lotus Leaf,s2,Spring Rolls,Vietnamese,8.41
83,Lotus Leaf,d4,Che,Vietnamese,11.23
83,Lotus Leaf,r2,Bun Thit Nuong,Vietnamese,14.78
47,Pho Pho Pho,d1,Che,Vietnamese,5.06
47,Pho Pho Pho,d2,Che,Vietnamese,7.78
47,Pho Pho Pho,n1,Lemongrass Chicken,Vietnamese,8.14
47,Pho Pho Pho,n2,Lemongrass Chicken,Vietnamese,8.56
47,Pho Pho Pho,r1,Lemongrass Chicken,Vietnamese,9.03
47,Pho Pho Pho,s1,Che,Vietnamese,9.71
47,Pho Pho Pho,s2,Bun Thit Nuong,Vietnamese,12.45
47,Pho Pho Pho,s4,Lemongrass Chicken,Vietnamese,13.78
59,Pho Pho Pho,s1,Spring Rolls,Vietnamese,5.81
59,Pho Pho Pho,s2,Lemongrass Chicken,Vietnamese,6.73
59,Pho Pho Pho,n3,Banh Mi,Vietnamese,7.62
59,Pho Pho Pho,r4,Pho,Vietnamese,9.34
59,Pho Pho Pho,d3,Banh Mi,Vietnamese,9.82
59,Pho Pho Pho,n1,Bun Thit Nuong,Vietnamese,10.91
59,Pho Pho Pho,r1,Pho,Vietnamese,12.83
119,Saigon Street,d3,Lemongrass Chicken,Vietnamese,6.31
119,Saigon Street,n4,Pho,Vietnamese,6.81
119,Saigon Street,s4,Che,Vietnamese,7.97
119,Saigon Street,s5,Spring Rolls,Vietnamese,9.33
119,Saigon Street,d4,Che,Vietnamese,9.77
119,Saigon Street,r2,Spring Rolls,Vietnamese,14.12
131,Saigon Street,n2,Spring Rolls,Vietnamese,5.88
131,Saigon Street,r3,Pho,Vietnamese,6.1
131,Saigon Street,s2,Pho,Vietnamese,7.78
131,Saigon Street,r1,Che,Vietnamese,8.69
131,Saigon Street,d3,Lemongrass Chicken,Vietnamese,8.75
131,Saigon Street,d1,Banh Mi,Vietnamese,12.15
131,Saigon Street,n3,Pho,Vietnamese,13.13
131,Saigon Street,d4,Pho,Vietnamese,13.94
167,Saigon Street,d1,Pho,Vietnamese,6.01
167,Saigon Street,s3,Bun Thit Nuong,Vietnamese,6.42
167,Saigon Street,s5,Banh Mi,Vietnamese,6.47
167,Saigon Street,r1,Bun Thit Nuong,Vietnamese,6.57
167,Saigon Street,n2,Che,Vietnamese,7.77
167,Saigon Street,r4,Lemongrass Chicken,Vietnamese,8.56
167,Saigon Street,r2,Lemongrass Chicken,Vietnamese,10.64
167,Saigon Street,n1,Bun Thit Nuong,Vietnamese,11.54
179,Saigon Street,n2,Lemongrass Chicken,Vietnamese,5.23
179,Saigon Street,d2,Spring Rolls,Vietnamese,6.74
179,Saigon Street,n1,Spring Rolls,Vietnamese,7.06
179,Saigon Street,n3,Spring Rolls,Vietnamese,9.66
179,Saigon Street,s3,Che,Vietnamese,10.12
179,Saigon Street,r1,Lemongrass Chicken,Vietnamese,11.0
179,Saigon Street,r2,Bun Thit Nuong,Vietnamese,14.13
191,Saigon Street,d2,Banh Mi,Vietnamese,5.04
191,Saigon Street,n4,Bun Thit Nuong,Vietnamese,6.24
191,Saigon Street,s2,Bun Thit Nuong,Vietnamese,6.63
191,Saigon Street,d1,Banh Mi,Vietnamese,6.98
191,Saigon Street,n2,Lemongrass Chicken,Vietnamese,7.65
191,Saigon Street,r5,Banh Mi,Vietnamese,8.09
191,Saigon Street,d3,Lemongrass Chicken,Vietnamese,10.45
191,Saigon Street,s3,Banh Mi,Vietnamese,12.73
191,Saigon Street,r4,Spring Rolls,Vietnamese,14.28
191,Saigon Street,r2,Spring Rolls,Vietnamese,14.33
35,Saigon Street,d2,Che,Vietnamese,5.47
35,Saigon Street,n3,Che,Vietnamese,6.6
35,Saigon Street,d1,Che,Vietnamese,8.89
35,Saigon Street,d3,Pho,Vietnamese,9.45
35,Saigon Street,r3,Bun Thit Nuong,Vietnamese,9.47
35,Saigon Street,s1,Che,Vietnamese,9.47
35,Saigon Street,s5,Pho,Vietnamese,10.12
35,Saigon Street,r1,Lemongrass Chicken,Vietnamese,10.19
35,Saigon Street,s2,Bun Thit Nuong,Vietnamese,14.99
95,Saigon Street,d3,Pho,Vietnamese,5.11
95,Saigon Street,n3,Lemongrass Chicken,Vietnamese,5.71
95,Saigon Street,r1,Bun Thit Nuong,Vietnamese,6.49
95,Saigon Street,n2,Banh Mi,Vietnamese,6.63
95,Saigon Street,r4,Bun Thit Nuong,Vietnamese,7.1
95,Saigon Street,d2,Bun Thit Nuong,Vietnamese,10.82
95,Saigon Street,s1,Lemongrass Chicken,Vietnamese,13.35
