restaurant_id,restaurant,product_id,menu_item,cuisine,price
43,Lemongrass Lane,d4,Mango Sticky Rice,Thai,13.36
67,Lemongrass Lane,d2,Spring Rolls,Thai,5.02
67,Lemongrass Lane,s3,Pad Thai,Thai,5.38
67,Lemongrass Lane,n1,Tom Yum Soup,Thai,6.26
67,Lemongrass Lane,d1,Mango Sticky Rice,Thai,7.03
67,Lemongrass Lane,s2,Pad Thai,Thai,7.21
67,Lemongrass Lane,c5,Green Curry,Thai,8.79
67,Lemongrass Lane,c3,Spring Rolls,Thai,9.09
67,Lemongrass Lane,c1,Spring Rolls,Thai,10.92
67,Lemongrass Lane,d3,Tom Yum Soup,Thai,14.57
103,Pad Thai Pavilion,d4,Tom Yum Soup,Thai,6.24
103,Pad Thai Pavilion,n1,Pad Thai,Thai,6.25
103,Pad Thai Pavilion,s2,Mango Sticky Rice,Thai,6.48
103,Pad Thai Pavilion,n3,Mango Sticky Rice,Thai,9.79
103,Pad Thai Pavilion,n2,Pad Thai,Thai,9.93
103,Pad Thai Pavilion,c1,Tom Yum Soup,Thai,12.3
103,Pad Thai Pavilion,c2,Pad Thai,Thai,13.07
103,Pad Thai Pavilion,s4,Green Curry,Thai,14.16
