restaurant_id,restaurant,product_id,menu_item,cuisine,price
102,Wasabi Wave,s4,Teriyaki,Japanese,14.01
102,Wasabi Wave,s1,Teriyaki,Japanese,14.39
102,Wasabi Wave,s2,Ramen,Japanese,14.73
114,Wasabi Wave,s3,Teriyaki,Japanese,5.91
114,Wasabi Wave,s4,Salmon Sashimi,Japanese,6.05
114,Wasabi Wave,d3,Mochi,Japanese,7.15
114,Wasabi Wave,s1,Mochi,Japanese,7.24
114,Wasabi Wave,s4,Salmon Sashimi,Japanese,8.32
114,Wasabi Wave,s2,California Roll,Japanese,8.38
114,Wasabi Wave,d2,Mochi,Japanese,9.2
114,Wasabi Wave,d1,Tempura,Japanese,9.48
114,Wasabi Wave,s3,Mochi,Japanese,10.29
114,Wasabi Wave,n1,California Roll,Japanese,10.84
114,Wasabi Wave,n2,Mochi,Japanese,14.09
114,Wasabi Wave,s2,Ramen,Japanese,14.09
114,Wasabi Wave,n4,California Roll,Japanese,14.17
126,Wasabi Wave,s2,Tempura,Japanese,7.45
126,Wasabi Wave,n3,Mochi,Japanese,8.43
126,Wasabi Wave,d4,Tempura,Japanese,10.18
126,Wasabi Wave,s1,Tempura,Japanese,13.66
126,Wasabi Wave,s1,Ramen,Japanese,14.29
150,Wasabi Wave,n1,Tempura,Japanese,7.3
150,Wasabi Wave,d2,Ramen,Japanese,7.68
150,Wasabi Wave,d1,Teriyaki,Japanese,9.02
150,Wasabi Wave,n5,Mochi,Japanese,11.3
150,Wasabi Wave,s5,Teriyaki,Japanese,11.88
150,Wasabi Wave,n2,California Roll,Japanese,12.15
150,Wasabi Wave,s5,Ramen,Japanese,12.45
150,Wasabi Wave,s2,Ramen,Japanese,13.21
150,Wasabi Wave,s1,Teriyaki,Japanese,13.53
6,Wasabi Wave,d3,Teriyaki,Japanese,6.75
6,Wasabi Wave,n2,Ramen,Japanese,7.21
6,Wasabi Wave,s3,Teriyaki,Japanese,7.43
6,Wasabi Wave,d4,Teriyaki,Japanese,8.8
6,Wasabi Wave,n3,Teriyaki,Japanese,9.2
6,Wasabi Wave,n1,Ramen,Japanese,12.36
6,Wasabi Wave,s1,Tempura,Japanese,14.65
66,Wasabi Wave,s3,Mochi,Japanese,8.52
66,Wasabi Wave,d3,Teriyaki,Japanese,8.54
66,Wasabi Wave,n3,Teriyaki,Japanese,9.82
66,Wasabi Wave,n1,California Roll,Japanese,10.87
66,Wasabi Wave,n5,California Roll,Japanese,11.15
66,Wasabi Wave,s1,Teriyaki,Japanese,11.48
66,Wasabi Wave,s2,Mochi,Japanese,13.13
90,Wasabi Wave,s1,Teriyaki,Japanese,5.95
90,Wasabi Wave,n3,Mochi,Japanese,7.22
90,Wasabi Wave,s4,Tempura,Japanese,7.28
90,Wasabi Wave,s3,Tempura,Japanese,8.89
90,Wasabi Wave,s2,California Roll,Japanese,9.78
90,Wasabi Wave,d5,Tempura,Japanese,13.08
90,Wasabi Wave,s3,Tempura,Japanese,14.0
90,Wasabi Wave,s1,Mochi,Japanese,14.75
18,Zen Ramen,n2,Mochi,Japanese,5.98
18,Zen Ramen,n3,California Roll,Japanese,8.1
18,Zen Ramen,d2,Tempura,Japanese,9.19
18,Zen Ramen,d3,Ramen,Japanese,9.37
18,Zen Ramen,n5,California Roll,Japanese,12.26
186,Zen Ramen,d2,Mochi,Japanese,5.41
186,Zen Ramen,n1,Teriyaki,Japanese,8.31
186,Zen Ramen,d1,California Roll,Japanese,9.72
186,Zen Ramen,n3,Teriyaki,Japanese,13.9
78,Zen Ramen,n1,Tempura,Japanese,7.64
78,Zen Ramen,d1,Ramen,Japanese,9.83
78,Zen Ramen,s1,Ramen,Japanese,10.3
78,Zen Ramen,s2,Mochi,Japanese,10.71
78,Zen Ramen,s3,Mochi,Japanese,11.25
78,Zen Ramen,d4,Teriyaki,Japanese,12.92
